NumberOfAddress,Complain,OrderAmountHikeFromlastYear,OrderCount,DaySinceLastOrder,CashbackAmount,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,CouponUsed
8,false,14,3,3,153.64671508,false,1,Phone,3,13,Debit Card,Male,4,4,Phone,2,Divorced,1
2,false,19,1,8,130.88651344,false,6,Computer,1,13,CC,Male,3,2,Phone,4,Single,0
4,false,18,1,1,123.78148587,false,3,Phone,3,8,CC,Female,2,3,Phone,3,Single,1
1,false,14,1,0,169.45035548,false,0,Phone,3,26,E wallet,Male,2,3,Laptop & Accessory,2,Married,0
6,false,17,1,4,154.89096113,false,17,Phone,1,10,UPI,Female,3,1,Phone,3,Married,1
5,false,11,4,9,148.2658317,false,6,Phone,1,6,CC,Male,2,4,Laptop & Accessory,3,Married,0
1,false,24,6,7,186.33778055,true,0,Phone,3,22,Debit Card,Male,2,4,Laptop & Accessory,1,Single,5
3,false,26,2,4,176.1203782,false,11,Phone,1,16,Debit Card,Female,4,4,Fashion,5,Married,2
2,false,13,1,1,154.0400821,false,11,Phone,1,16,CC,Female,2,2,Laptop & Accessory,3,Married,1
2,true,12,1,9,187.51966876,false,7,Computer,1,8,Debit Card,Male,2,4,Fashion,1,Married,0
3,true,17,2,5,152.80371348,false,8,Phone,1,15,Debit Card,Male,3,4,Laptop & Accessory,5,Married,2
3,false,14,13,8,207.13028311,false,13,Phone,3,26,Debit Card,Male,2,3,Fashion,1,Single,4
2,false,13,1,2,124.69994958,false,0,Phone,1,14,Debit Card,Male,2,1,Phone,3,Divorced,1
6,false,13,2,3,181.69420252,false,4,Phone,3,10,Debit Card,Male,3,4,Laptop & Accessory,1,Single,2
3,false,18,3,3,150.23944206,false,14,Phone,1,15,CC,Male,4,2,Phone,4,Married,3
3,false,20,2,4,162.84030367,false,1,Computer,3,16,E wallet,Female,4,4,Phone,5,Single,2
2,false,12,1,2,153.04793305,false,7,Computer,3,6,E wallet,Male,3,4,Laptop & Accessory,5,Married,0
3,false,26,2,3,151.26598363,false,18,Phone,1,7,Debit Card,Male,3,2,Phone,4,Married,1
2,true,14,2,1,173.16538885,true,4,Phone,1,26,Debit Card,Male,3,6,Phone,1,Single,2
6,false,15,9,3,161.66791306,false,2,Computer,1,32,CC,Male,4,4,Laptop & Accessory,3,Divorced,7
3,false,14,1,2,121.86803505,false,9,Computer,1,28,CC,Female,3,3,Phone,5,Married,1
2,true,19,1,9,157.01038725,false,17,Phone,1,28,Debit Card,Female,2,3,Laptop & Accessory,1,Married,1
9,false,11,8,8,189.2389999,false,13,Phone,3,16,Debit Card,Female,3,4,Laptop & Accessory,5,Married,4
1,true,15,1,0,126.56815506,true,4,Phone,1,14,UPI,Male,2,3,Fashion,3,Married,1
4,true,12,3,10,200.95506795,false,10,Computer,3,17,Debit Card,Female,3,4,Laptop & Accessory,4,Married,2
2,false,15,3,3,160.47795102,false,1,Computer,1,14,Debit Card,Male,3,4,Phone,2,Single,1
6,false,16,1,0,78.91891638,false,9,Phone,1,26,Debit Card,Male,2,3,Phone,3,Married,1
5,false,19,1,3,216.94359347,false,6,Phone,1,31,CC,Female,2,4,Fashion,4,Divorced,0
6,true,16,2,8,234.34624104,false,23,Phone,1,7,Debit Card,Female,4,4,Fashion,3,Married,1
2,false,12,1,0,124.40445546,false,0,Phone,3,14,Debit Card,Male,2,4,Phone,3,Married,0
3,false,19,2,10,187.11484601,false,6,Computer,3,24,E wallet,Male,3,4,Laptop & Accessory,1,Married,1
4,false,22,1,2,127.50099935,false,0,Phone,1,35,Debit Card,Male,3,3,Phone,3,Single,1
5,true,17,3,4,171.4281044,false,12,Phone,1,10,CC,Male,3,4,Laptop & Accessory,2,Single,1
3,false,20,2,5,191.59252861,false,1,Phone,3,32,CC,Female,4,5,Laptop & Accessory,1,Single,2
6,false,25,13,9,151.76651044,false,13,Phone,3,21,E wallet,Female,3,3,Laptop & Accessory,1,Single,0
3,false,14,2,3,170.9397653,false,1,Phone,1,18,CC,Male,4,5,Laptop & Accessory,2,Married,2
8,false,12,2,2,230.69582643,false,12,Phone,3,33,Debit Card,Male,3,4,Fashion,2,Married,2
2,true,23,14,9,123.07040855,true,0,Computer,1,35,COD,Male,2,5,Phone,5,Married,5
3,false,14,1,7,140.54980522,false,7,Phone,1,6,Debit Card,Male,3,1,Phone,3,Married,0
4,false,19,1,7,162.0778351,false,15,Phone,1,16,Debit Card,Male,2,3,Laptop & Accessory,3,Married,1
10,false,18,1,8,149.41369119,false,6,Computer,1,8,CC,Male,2,1,Fashion,5,Married,0
2,true,15,6,7,147.14948832,false,7,Phone,3,9,Debit Card,Female,4,4,Phone,1,Married,1
3,false,11,1,6,178.60239728,false,12,Phone,3,12,Debit Card,Female,2,3,Fashion,3,Married,1
10,false,19,8,8,178.49891246,false,4,Computer,1,18,Debit Card,Male,4,4,Fashion,5,Single,4
3,false,20,2,8,182.7570476,false,7,Computer,2,17,Debit Card,Male,3,5,Laptop & Accessory,3,Married,1
3,true,16,4,6,174.56916633,false,18,Phone,1,23,Debit Card,Male,2,3,Fashion,4,Married,1
3,false,17,1,7,157.29265553,false,15,Phone,1,12,Debit Card,Male,2,3,Laptop & Accessory,5,Single,0
5,false,17,3,4,152.59508612,false,6,Phone,3,9,Debit Card,Female,3,5,Laptop & Accessory,1,Divorced,1
5,false,19,1,2,138.2150147,false,13,Computer,1,6,CC,Female,3,3,Phone,3,Divorced,1
8,true,17,3,1,167.08991113,true,1,Phone,1,9,CC,Female,4,4,Phone,3,Single,1
3,false,14,5,3,191.46458111,false,8,Phone,3,32,Debit Card,Female,4,5,Laptop & Accessory,3,Married,2
5,false,12,2,3,160.0280805,false,5,Computer,1,17,Debit Card,Female,4,4,Laptop & Accessory,2,Single,2
5,true,18,1,0,176.29335656,true,1,Phone,3,6,E wallet,Male,3,3,Fashion,2,Divorced,1
3,true,14,2,1,148.93372711,false,9,Computer,1,17,CC,Female,3,4,Phone,4,Married,1
2,true,15,1,2,125.12109707,true,0,Computer,1,14,COD,Female,3,4,Phone,5,Divorced,1
9,true,12,7,8,158.30952279,false,0,Computer,3,7,Debit Card,Male,3,3,Laptop & Accessory,2,Married,6
3,false,26,2,1,247.91418027,false,12,Phone,1,7,UPI,Male,4,4,Fashion,1,Married,3
3,true,16,2,2,126.53618117,true,1,Phone,1,32,CC,Male,3,3,Phone,1,Single,1
2,true,18,1,3,151.9836608,false,1,Phone,1,13,UPI,Male,2,3,Laptop & Accessory,5,Divorced,1
10,false,13,2,3,148.85914775,false,9,Phone,1,25,CC,Male,3,4,Phone,1,Single,2
3,false,24,2,1,128.12718093,false,6,Phone,1,12,Debit Card,Male,3,4,Phone,2,Single,0
7,false,17,1,1,149.20248377,false,20,Phone,3,21,E wallet,Male,3,3,Laptop & Accessory,2,Single,1
3,false,20,2,4,162.19189496,false,3,Phone,1,30,Debit Card,Male,4,2,Phone,2,Married,2
5,false,17,1,7,140.17907361,false,0,Phone,2,15,UPI,Male,2,3,Laptop & Accessory,2,Single,0
5,false,19,1,7,194.76994907,false,13,Phone,3,8,Debit Card,Female,2,1,Fashion,1,Single,1
1,false,13,9,6,144.46747157,false,15,Phone,1,7,CC,Male,3,1,Phone,3,Single,2
2,true,11,2,2,121.84216555,false,9,Phone,1,8,CC,Male,2,2,Phone,1,Married,0
3,false,14,2,1,137.14277269,false,10,Phone,1,35,CC,Male,4,5,Phone,3,Divorced,2
2,false,16,4,3,169.9665293,false,1,Phone,3,15,CC,Female,3,4,Fashion,1,Single,1
5,false,16,5,7,149.11622078,false,4,Phone,3,18,E wallet,Female,2,4,Laptop & Accessory,1,Married,0
7,true,13,8,9,267.79558994,false,19,Phone,1,8,Debit Card,Male,2,3,Grocery,2,Divorced,11
3,false,13,6,0,145.78478447,false,11,Phone,1,16,Debit Card,Male,3,4,Phone,3,Married,6
2,false,24,2,4,143.2005178,false,2,Computer,1,27,CC,Male,4,4,Phone,4,Single,2
4,true,12,14,3,225.65016111,false,12,Phone,1,15,CC,Male,4,4,Fashion,5,Married,6
11,true,18,2,3,235.59688466,false,24,Phone,1,7,Debit Card,Female,4,4,Fashion,3,Married,2
1,false,21,1,0,147.49306336,false,11,Computer,1,22,Debit Card,Female,3,1,Phone,2,Single,1
5,false,14,1,0,161.88863236,false,0,Phone,3,32,Debit Card,Female,2,5,Laptop & Accessory,5,Divorced,0
4,false,12,4,8,178.92214539,true,1,Computer,3,20,E wallet,Female,3,4,Laptop & Accessory,2,Divorced,1
6,false,13,13,3,148.40028836,false,11,Computer,1,7,Debit Card,Female,4,4,Phone,4,Single,3
2,false,15,2,2,292.26270966,false,0,Phone,1,11,CC,Male,2,3,Others,1,Married,1
3,false,16,2,1,160.23141752,false,1,Computer,1,14,CC,Male,3,5,Phone,2,Married,2
3,true,14,3,4,145.3623644,false,10,Phone,1,16,CC,Male,3,4,Phone,5,Married,2
8,false,15,2,1,321.1706093,false,28,Phone,1,12,Debit Card,Female,3,5,Others,3,Single,1
4,true,14,1,7,141.78359597,false,3,Computer,1,8,Debit Card,Female,1,3,Laptop & Accessory,1,Married,0
8,false,23,3,7,159.22588034,false,5,Phone,1,14,COD,Male,3,3,Laptop & Accessory,1,Married,2
4,true,15,2,1,149.27244641,true,8,Computer,1,29,Debit Card,Male,3,6,Phone,5,Single,2
1,false,17,1,2,137.0081141,false,0,Phone,1,14,Debit Card,Male,2,4,Laptop & Accessory,3,Married,0
2,false,13,1,4,121.89198245,false,1,Computer,2,11,Debit Card,Male,2,3,Phone,3,Single,0
7,false,18,1,2,122.34449538,false,9,Phone,2,28,CC,Male,2,3,Phone,1,Married,1
5,false,14,1,0,276.50666291,false,13,Phone,1,9,Debit Card,Male,2,3,Grocery,2,Single,1
3,false,13,4,2,168.56498676,false,10,Computer,1,17,CC,Male,2,3,Laptop & Accessory,4,Married,1
3,true,23,1,3,155.30082337,false,0,Phone,3,8,E wallet,Female,2,1,Laptop & Accessory,1,Married,1
4,false,15,2,1,164.93487376,false,10,Phone,1,8,Debit Card,Female,3,5,Laptop & Accessory,1,Married,2
2,true,12,1,3,153.33123602,false,0,Phone,3,10,E wallet,Male,2,5,Laptop & Accessory,2,Single,1
2,false,24,8,7,161.89415514,true,0,Phone,3,9,COD,Female,3,5,Phone,3,Married,7
4,false,12,4,9,150.43114157,false,14,Phone,3,31,Debit Card,Female,3,4,Laptop & Accessory,3,Single,1
4,false,15,2,1,173.93845371,false,11,Phone,1,31,UPI,Male,4,4,Phone,2,Married,1
8,false,15,2,3,162.83590723,false,1,Computer,3,29,Debit Card,Female,3,3,Laptop & Accessory,2,Married,1
3,true,15,2,9,259.64096737,false,1,Computer,3,15,CC,Female,4,4,Fashion,1,Married,2
2,false,22,4,6,134.68262783,false,5,Phone,1,27,CC,Male,3,2,Phone,2,Divorced,1
2,false,19,4,3,218.39393519,false,6,Computer,3,11,COD,Male,3,3,Fashion,2,Divorced,2
3,false,12,2,3,154.0918049,false,8,Phone,1,36,CC,Male,3,4,Phone,5,Married,1
3,false,13,1,4,121.32687506,false,14,Phone,3,12,E wallet,Female,2,3,Laptop & Accessory,5,Single,0
2,false,21,1,0,119.28371223,false,9,Phone,1,25,CC,Male,2,2,Phone,1,Married,1
7,false,23,1,3,269.03244727,false,14,Computer,1,9,UPI,Female,2,3,Grocery,5,Divorced,0
4,false,15,2,3,179.66229167,false,11,Phone,1,9,CC,Male,3,2,Laptop & Accessory,3,Married,1
3,false,13,1,0,91.30775318,false,9,Phone,1,12,Debit Card,Male,3,1,Laptop & Accessory,4,Single,1
2,false,15,1,2,166.45030002,false,0,Phone,1,35,CC,Male,3,5,Laptop & Accessory,2,Single,1
3,false,17,3,10,205.15940754,false,9,Phone,1,29,CC,Male,3,4,Fashion,2,Married,4
2,false,22,9,7,139.91647006,true,0,Phone,3,6,Debit Card,Male,3,3,Laptop & Accessory,1,Single,2
2,false,22,2,1,148.90715836,true,1,Phone,1,32,Debit Card,Male,4,5,Phone,5,Single,2
8,false,20,3,3,159.73173672,false,25,Computer,1,9,CC,Male,3,5,Phone,4,Married,2
9,false,15,14,8,292.59013776,false,20,Phone,3,32,E wallet,Male,2,3,Others,4,Married,5
3,true,14,1,1,165.49857629,false,7,Phone,1,11,CC,Female,3,5,Laptop & Accessory,4,Married,0
10,true,13,1,5,122.03025853,false,9,Computer,3,31,Debit Card,Female,2,3,Phone,2,Single,0
4,true,14,8,8,191.17471846,false,14,Phone,3,18,Debit Card,Female,3,4,Laptop & Accessory,1,Married,4
4,false,14,1,7,144.4269033,false,16,Phone,3,10,E wallet,Male,2,3,Laptop & Accessory,3,Single,1
4,false,14,8,8,201.88575928,false,25,Phone,1,21,CC,Female,3,4,Fashion,1,Married,5
8,false,14,1,4,165.24699467,false,8,Phone,2,12,UPI,Male,2,3,Laptop & Accessory,1,Married,0
3,false,14,2,10,182.10171105,false,8,Phone,3,9,Debit Card,Female,3,3,Laptop & Accessory,2,Married,2
10,false,11,1,7,138.70077918,false,26,Phone,1,11,Debit Card,Male,2,3,Phone,4,Married,1
2,false,12,1,0,128.92359634,false,14,Phone,1,9,Debit Card,Male,3,3,Phone,5,Married,1
3,false,14,3,3,243.43569914,false,7,Phone,1,9,Debit Card,Male,3,5,Grocery,2,Divorced,2
5,false,15,2,12,316.08137425,false,28,Phone,1,17,CC,Male,3,1,Grocery,5,Married,1
3,true,24,2,3,154.26300283,true,1,Phone,1,18,UPI,Female,4,5,Phone,1,Single,2
6,false,22,2,1,135.85132726,false,9,Phone,1,11,Debit Card,Female,4,4,Phone,2,Single,1
6,true,15,3,5,172.69902723,false,2,Phone,3,15,COD,Female,3,4,Laptop & Accessory,3,Married,3
1,false,11,1,1,161.3612732,false,0,Phone,3,14,Debit Card,Male,2,5,Laptop & Accessory,1,Single,0
3,true,12,4,7,231.58691459,false,17,Phone,3,34,E wallet,Female,2,4,Grocery,2,Single,2
3,true,11,7,6,168.4402993,false,15,Phone,1,30,COD,Male,3,3,Phone,5,Married,6
2,false,24,1,4,142.52180534,false,0,Phone,1,11,Debit Card,Male,2,4,Laptop & Accessory,5,Single,1
3,false,15,2,5,152.09432937,false,8,Phone,3,17,CC,Male,3,4,Phone,4,Single,1
2,false,16,1,6,183.9767333,false,14,Phone,3,27,COD,Male,2,3,Fashion,2,Divorced,1
5,true,15,3,3,227.91022449,false,9,Computer,1,17,Debit Card,Female,4,4,Fashion,3,Married,3
4,true,11,7,4,166.69323241,false,15,Phone,2,16,CC,Male,3,4,Laptop & Accessory,3,Single,1
3,false,12,2,1,146.62738556,false,1,Phone,1,25,CC,Male,3,5,Phone,4,Single,1
2,true,22,3,18,173.35084829,false,7,Phone,1,9,CC,Male,4,5,Phone,5,Married,2
3,false,17,2,3,145.92939919,false,1,Phone,1,24,Debit Card,Female,3,2,Phone,3,Married,2
3,false,13,3,3,148.48598451,true,1,Computer,1,32,Debit Card,Male,3,4,Phone,3,Divorced,1
3,false,11,8,6,157.13477954,false,14,Phone,1,29,CC,Male,2,4,Laptop & Accessory,5,Single,9
2,false,14,2,5,151.92101995,true,1,Phone,2,19,Debit Card,Male,4,5,Phone,1,Single,2
6,true,21,2,3,161.03392313,true,1,Computer,3,19,CC,Male,3,4,Phone,2,Single,2
4,false,24,8,9,123.14040979,true,20,Computer,1,7,UPI,Male,2,4,Phone,1,Single,6
8,true,19,2,2,161.45238557,true,21,Phone,3,8,Debit Card,Female,3,4,Laptop & Accessory,4,Divorced,2
4,false,12,1,9,268.68004103,false,3,Computer,3,20,Debit Card,Male,2,3,Grocery,3,Married,1
11,true,20,2,3,152.91259496,false,5,Phone,1,11,CC,Male,3,4,Phone,2,Divorced,2
2,false,15,13,4,318.12085629,false,5,Phone,1,16,UPI,Female,3,4,Others,1,Married,5
7,false,20,2,2,144.44839601,false,7,Computer,1,8,Debit Card,Male,3,4,Laptop & Accessory,3,Married,1
7,true,19,2,8,258.89654531,false,31,Computer,1,22,Debit Card,Female,3,4,Fashion,1,Divorced,2
5,true,17,1,2,148.04076103,false,10,Phone,1,29,CC,Male,3,3,Laptop & Accessory,3,Single,1
3,false,15,2,4,148.68841939,true,1,Computer,3,12,COD,Male,3,4,Phone,5,Single,2
2,true,13,1,4,161.47460251,true,0,Phone,3,24,CC,Female,3,3,Laptop & Accessory,4,Single,1
3,false,12,2,1,145.44750033,true,1,Computer,1,21,UPI,Male,3,5,Phone,4,Single,2
4,true,15,3,11,144.92591675,false,18,Phone,3,9,Debit Card,Female,3,4,Laptop & Accessory,2,Married,1
3,false,25,1,3,143.86318434,false,6,Computer,3,10,Debit Card,Male,3,3,Laptop & Accessory,5,Married,0
2,true,11,1,3,173.12189396,false,9,Computer,3,6,UPI,Female,3,3,Fashion,4,Divorced,0
7,false,17,2,8,238.64975446,false,13,Phone,1,13,Debit Card,Male,2,3,Fashion,3,Single,4
4,false,18,3,1,154.30987375,false,12,Phone,1,7,Debit Card,Male,4,5,Phone,4,Divorced,3
3,false,11,4,3,149.2052239,false,9,Phone,3,14,COD,Male,2,3,Laptop & Accessory,5,Single,1
1,false,12,5,6,171.68220361,false,6,Phone,1,9,CC,Female,3,3,Laptop & Accessory,3,Married,3
6,true,12,2,1,233.55632572,false,19,Phone,3,17,E wallet,Female,3,4,Grocery,5,Married,1
6,false,12,4,9,318.46352074,false,13,Phone,1,7,Debit Card,Female,3,5,Others,2,Single,4
4,false,13,1,8,124.62153152,false,13,Phone,3,14,COD,Male,2,3,Laptop & Accessory,1,Married,0
2,false,14,6,9,294.72295473,false,7,Phone,3,10,Debit Card,Female,3,3,Others,1,Married,6
2,false,15,2,8,237.44111611,false,23,Phone,1,14,CC,Male,2,4,Fashion,2,Single,1
2,false,15,2,6,169.17287999,false,2,Phone,1,14,CC,Male,4,5,Laptop & Accessory,1,Married,2
4,true,12,2,3,151.05720832,true,9,Computer,3,33,Debit Card,Male,3,4,Phone,4,Married,1
2,true,16,1,8,150.2271755,false,0,Phone,3,10,CC,Male,2,4,Laptop & Accessory,5,Single,1
11,true,14,2,2,147.55414332,true,1,Phone,1,13,Debit Card,Male,3,4,Phone,2,Divorced,1
10,false,18,1,0,146.70755886,false,15,Phone,3,10,CC,Male,2,4,Laptop & Accessory,4,Married,1
2,true,12,2,3,219.68888436,false,12,Computer,3,27,CC,Male,4,2,Laptop & Accessory,1,Married,1
5,false,13,2,9,203.83560306,false,12,Phone,3,36,Debit Card,Male,3,4,Fashion,5,Single,1
9,false,14,2,1,171.92336607,false,18,Phone,1,34,Debit Card,Male,3,5,Phone,5,Married,2
7,false,14,2,2,159.04150024,false,18,Phone,1,8,Debit Card,Male,3,3,Laptop & Accessory,2,Married,1
3,true,21,5,7,208.76760679,false,13,Computer,1,7,Debit Card,Male,2,4,Laptop & Accessory,1,Married,4
5,false,14,2,7,168.66250507,false,4,Phone,3,18,COD,Male,3,4,Laptop & Accessory,2,Married,2
1,false,17,1,6,123.24062629,true,0,Phone,1,27,CC,Male,2,1,Phone,5,Single,0
2,false,13,2,1,181.66546237,false,19,Phone,1,11,COD,Male,3,4,Laptop & Accessory,5,Single,2
4,true,18,1,0,298.91601872,false,20,Phone,1,8,CC,Female,3,3,Others,1,Married,0
3,false,12,2,3,148.62681039,false,6,Phone,3,11,CC,Male,3,2,Phone,4,Married,2
3,false,13,14,10,205.38218851,false,16,Phone,1,35,Debit Card,Male,3,5,Fashion,1,Married,4
5,false,15,1,2,147.32316861,false,1,Computer,3,27,Debit Card,Male,2,3,Laptop & Accessory,1,Married,1
3,false,13,11,9,153.79997623,false,13,Phone,1,31,Debit Card,Male,2,5,Laptop & Accessory,3,Single,0
4,false,12,6,5,151.3965801,false,30,Phone,3,31,Debit Card,Female,3,5,Phone,5,Divorced,5
6,false,18,2,9,187.79053184,false,4,Phone,1,7,CC,Male,3,4,Laptop & Accessory,2,Married,1
3,true,12,2,8,260.64986057,false,6,Phone,1,7,CC,Male,4,4,Fashion,5,Divorced,1
5,false,16,1,2,166.31861756,false,16,Phone,1,11,Debit Card,Male,3,1,Laptop & Accessory,4,Single,0
3,false,16,2,4,157.16855059,false,16,Phone,1,16,CC,Male,3,4,Phone,1,Single,1
10,true,21,2,3,169.2416874,false,9,Phone,1,16,CC,Female,4,4,Laptop & Accessory,1,Married,1
6,false,15,2,1,249.76981612,false,13,Phone,3,16,E wallet,Female,4,4,Grocery,3,Married,2
3,false,16,3,4,145.76735181,false,24,Phone,1,9,CC,Male,4,2,Phone,5,Divorced,2
5,false,13,1,7,168.14303967,false,7,Phone,3,16,Debit Card,Male,3,4,Laptop & Accessory,3,Divorced,1
3,true,21,3,3,171.85799338,false,1,Phone,1,7,CC,Female,3,4,Laptop & Accessory,1,Married,2
1,true,12,1,7,127.18270544,false,16,Phone,1,8,CC,Male,3,3,Phone,1,Single,1
2,false,14,2,4,170.83172718,false,15,Phone,1,17,Debit Card,Female,4,5,Laptop & Accessory,2,Single,2
1,false,19,1,2,142.76763544,false,19,Phone,1,35,CC,Female,2,3,Laptop & Accessory,3,Married,1
3,false,16,2,12,178.91308778,false,14,Phone,1,23,Debit Card,Female,4,4,Laptop & Accessory,3,Divorced,2
5,false,16,3,3,147.37138607,false,13,Phone,3,19,E wallet,Male,3,3,Laptop & Accessory,2,Single,2
9,false,11,2,1,177.27836183,false,13,Computer,1,14,Debit Card,Male,4,4,Laptop & Accessory,1,Single,2
6,false,16,8,3,187.28651361,false,14,Phone,3,17,Debit Card,Male,3,4,Fashion,3,Married,3
3,false,14,1,0,145.33602618,false,5,Phone,3,31,Debit Card,Male,3,4,Laptop & Accessory,5,Single,1
2,false,13,9,7,205.80130009,false,4,Phone,1,19,CC,Male,3,3,Fashion,1,Married,2
9,false,14,1,2,168.25368818,false,3,Phone,1,10,Debit Card,Male,2,5,Laptop & Accessory,4,Single,1
4,true,22,1,3,139.29669565,true,9,Phone,3,15,E wallet,Female,3,4,Phone,4,Single,1
2,false,11,1,2,292.96816508,false,0,Phone,1,22,CC,Male,2,3,Others,3,Married,0
5,true,14,2,3,217.27040205,false,1,Phone,3,14,COD,Male,3,4,Laptop & Accessory,5,Married,2
1,false,21,1,2,153.21140862,false,8,Computer,3,23,Debit Card,Male,3,5,Laptop & Accessory,5,Married,0
5,true,13,2,1,280.4580644,false,14,Computer,2,7,Debit Card,Female,3,5,Grocery,1,Married,1
8,false,11,1,2,207.67047886,true,0,Computer,3,8,E wallet,Male,2,3,Laptop & Accessory,5,Married,0
2,true,12,1,1,128.36607225,false,9,Phone,1,13,UPI,Male,3,4,Phone,4,Married,0
3,false,18,2,1,148.72577033,false,31,Phone,1,17,CC,Female,3,2,Phone,3,Married,2
2,false,14,1,0,125.44297747,false,22,Phone,1,31,COD,Male,2,3,Phone,4,Divorced,1
2,false,14,2,3,181.68504523,false,8,Phone,3,13,E wallet,Male,3,5,Laptop & Accessory,4,Married,2
5,true,17,2,1,147.33132902,false,16,Phone,1,7,Debit Card,Female,4,4,Phone,2,Single,1
10,false,14,1,4,129.54392608,false,4,Phone,1,13,CC,Male,3,3,Phone,4,Married,0
8,false,21,1,0,131.26017863,false,28,Computer,1,8,CC,Male,3,5,Laptop & Accessory,5,Married,1
2,false,12,7,8,129.08998843,false,9,Phone,1,16,Debit Card,Female,3,4,Phone,3,Married,7
6,true,19,2,3,192.26756927,false,14,Phone,1,13,Debit Card,Male,4,4,Laptop & Accessory,3,Married,1
6,true,11,2,3,161.89892729,false,7,Phone,1,12,UPI,Male,3,2,Laptop & Accessory,2,Single,1
8,false,21,3,14,190.42667382,false,21,Phone,1,13,COD,Female,3,4,Fashion,5,Married,5
4,false,12,1,2,139.49086181,false,9,Computer,1,15,Debit Card,Female,3,4,Laptop & Accessory,3,Single,1
5,false,19,2,1,322.89880602,false,25,Phone,1,9,Debit Card,Male,4,4,Laptop & Accessory,3,Married,2
3,false,12,2,2,146.10777264,false,0,Computer,1,8,Debit Card,Female,3,4,Phone,1,Single,2
2,false,19,5,4,169.25112281,false,5,Phone,1,8,Debit Card,Female,2,4,Laptop & Accessory,1,Single,4
2,true,20,1,2,136.03469125,true,0,Phone,3,15,Debit Card,Female,2,4,Phone,2,Single,1
3,false,13,2,5,183.0228478,false,1,Computer,3,10,COD,Male,4,4,Laptop & Accessory,4,Single,2
3,false,14,2,1,148.70976894,false,9,Phone,2,8,UPI,Male,3,5,Phone,3,Married,1
2,true,21,1,0,127.09403784,true,1,Computer,1,16,CC,Male,3,3,Phone,3,Married,0
6,false,12,2,5,262.99029905,false,17,Phone,3,19,CC,Female,4,2,Grocery,5,Single,2
11,false,17,2,3,148.40963482,false,21,Phone,1,24,Debit Card,Male,4,4,Phone,5,Divorced,2
7,false,13,4,0,154.18231754,false,10,Computer,2,11,UPI,Female,3,4,Laptop & Accessory,1,Married,2
2,false,13,1,2,134.60369019,false,11,Phone,1,8,CC,Male,3,3,Phone,3,Married,1
3,false,19,2,1,151.80783382,true,1,Phone,3,10,E wallet,Male,3,4,Phone,4,Single,2
2,false,13,7,5,142.07006996,false,0,Phone,3,18,E wallet,Female,2,3,Laptop & Accessory,5,Divorced,1
9,false,15,1,7,153.04065473,false,12,Phone,1,22,Debit Card,Male,2,3,Laptop & Accessory,5,Single,1
10,false,15,2,12,147.08716224,false,18,Computer,1,11,Debit Card,Female,3,4,Phone,3,Married,1
3,false,12,8,8,173.02516146,true,1,Phone,3,9,Debit Card,Male,3,5,Phone,3,Married,8
3,false,19,2,1,149.36464176,false,9,Phone,1,14,Debit Card,Male,3,5,Phone,4,Married,1
8,true,21,1,0,291.97295757,false,8,Phone,1,9,COD,Male,3,4,Laptop & Accessory,1,Married,0
2,true,15,2,3,152.52938918,false,3,Phone,3,14,Debit Card,Male,4,4,Phone,5,Single,2
2,false,13,10,9,150.49165617,false,4,Phone,1,10,COD,Male,3,4,Phone,1,Married,2
2,true,21,1,3,161.31292781,false,8,Phone,1,13,UPI,Female,3,4,Laptop & Accessory,2,Single,1
1,true,17,1,1,139.58972546,false,0,Phone,3,20,CC,Male,2,3,Laptop & Accessory,5,Single,1
2,false,12,3,3,148.09323004,false,9,Computer,1,13,CC,Male,3,4,Phone,2,Married,2
6,true,11,1,0,124.576728,true,0,Phone,1,14,UPI,Female,2,4,Phone,1,Single,0
2,true,12,4,2,154.83942644,false,8,Computer,1,25,CC,Male,2,1,Phone,1,Married,0
2,false,14,14,8,190.33226623,false,12,Computer,1,35,Debit Card,Female,3,4,Laptop & Accessory,4,Single,3
7,false,12,2,0,265.23657559,false,23,Phone,3,8,E wallet,Male,3,3,Grocery,3,Divorced,1
2,false,22,7,8,299.51717255,false,3,Phone,1,8,CC,Male,4,4,Grocery,5,Divorced,4
2,false,11,1,7,139.94261468,false,0,Phone,3,32,Debit Card,Female,2,3,Laptop & Accessory,4,Married,1
7,false,12,6,8,179.61895637,false,5,Computer,3,25,CC,Male,3,4,Laptop & Accessory,1,Married,3
5,false,12,8,4,203.85504321,false,7,Phone,1,9,CC,Male,4,4,Fashion,5,Married,2
3,false,12,1,2,145.46237972,false,7,Computer,1,14,CC,Female,2,2,Laptop & Accessory,2,Single,1
